,loss,accuracy,validation_accuracy
468,0.5650810935804921,0.5415730337078651,tensor(0.5519)
469,0.5142096646370427,0.5640449438202247,tensor(0.6224)
470,0.5940754413604736,0.5483146067415731,tensor(0.6390)
471,0.6066421962553455,0.5146067415730337,tensor(0.5519)
472,0.5430782312347043,0.5797752808988764,tensor(0.5519)
473,0.6157109468213974,0.4943820224719101,tensor(0.5477)
474,0.6355544482508013,0.4606741573033708,tensor(0.5187)
475,0.5134642047266806,0.5640449438202247,tensor(0.6266)
476,0.5280376249744047,0.5235955056179775,tensor(0.6307)
477,0.5599122672311722,0.5258426966292135,tensor(0.4730)
478,0.5829118067218412,0.5348314606741573,tensor(0.5851)
479,0.5770167573805778,0.4966292134831461,tensor(0.5643)
480,0.58266667300655,0.5550561797752809,tensor(0.6100)
481,0.5911796352555675,0.5595505617977528,tensor(0.5809)
482,0.5553481578826904,0.5662921348314607,tensor(0.6307)
483,0.6114599070241374,0.503370786516854,tensor(0.5560)
484,0.5495470877616636,0.503370786516854,tensor(0.5768)
485,0.5527893285597524,0.5393258426966292,tensor(0.6058)
486,0.5857069588476612,0.46741573033707867,tensor(0.5353)
487,0.5397194085582611,0.5303370786516854,tensor(0.5934)
488,0.5512479014935032,0.5617977528089888,tensor(0.5602)
489,0.5296313032027213,0.449438202247191,tensor(0.4481)
490,0.5610163471391124,0.5617977528089888,tensor(0.5726)
491,0.5528490322251474,0.5303370786516854,tensor(0.6349)
492,0.5484772805244692,0.5573033707865168,tensor(0.6058)
493,0.5788491954726558,0.5483146067415731,tensor(0.5809)
494,0.61731350325769,0.5617977528089888,tensor(0.6224)
495,0.5768402113068488,0.4898876404494382,tensor(0.5519)
496,0.5128411785248788,0.5325842696629214,tensor(0.5477)
497,0.5489362372506049,0.5640449438202247,tensor(0.5975)
498,0.5181218193423364,0.5303370786516854,tensor(0.6183)
499,0.5142985130510023,0.5730337078651685,tensor(0.5602)
